Anger,Boredom,Disgust,Fear,Happiness,Emo_Neutral,Sadness,Aggressiv,Cheerful,Intoxicated,Nervous,Aff_Neutral,Tired,Disinterest,Normal,High Interest,Arousal,Valence,Filename
0.000093,0.000010,0.049453,0.000004,0.000036,0.000001,0.950403,0.154829,0.363738,0.230181,0.040585,0.127280,0.083387,0.011771,0.981480,0.006749,1.272756e-01,1.860160e-01,16_b_q.wav
0.000091,0.000028,0.007721,0.000004,0.000038,0.000003,0.992115,0.122493,0.423424,0.129110,0.054297,0.109475,0.161200,0.012095,0.764763,0.223142,4.424754e-02,2.121716e-01,170_a_q.wav
0.031215,0.108322,0.183485,0.016014,0.020751,0.030326,0.609887,0.180257,0.418227,0.133858,0.028125,0.055158,0.184376,0.006603,0.722561,0.270836,4.946510e-02,-1.944181e-01,171_a_q.wav
0.000096,0.000091,0.014122,0.000007,0.000015,0.000007,0.985663,0.123378,0.352076,0.140108,0.057675,0.194530,0.132233,0.021625,0.973476,0.004899,1.745570e-02,1.091156e-01,172_a_q.wav
0.000047,0.000007,0.034482,0.000002,0.000000,0.000001,0.965460,0.023835,0.016624,0.799056,0.043916,0.110822,0.005747,0.096405,0.883644,0.019951,1.376732e-01,2.400830e-01,173_a_a.wav
0.000302,0.000015,0.367777,0.000009,0.000130,0.000002,0.631766,0.116546,0.341010,0.332819,0.025144,0.134080,0.050401,0.002923,0.981366,0.015711,6.597730e-02,6.570097e-02,173_b_a.wav
0.000007,0.000010,0.004475,0.000000,0.000000,0.000001,0.995508,0.027624,0.023921,0.724493,0.069373,0.137725,0.016864,0.084732,0.890862,0.024405,1.904404e-01,3.661882e-01,174_a_q.wav
0.000009,0.000004,0.035830,0.000001,0.000003,0.000000,0.964153,0.024004,0.046687,0.825421,0.014968,0.070116,0.018803,0.032484,0.965026,0.002489,1.410244e-01,3.075622e-01,175_a_a.wav
0.000285,0.000135,0.031683,0.000009,0.000131,0.000025,0.967730,0.106276,0.452288,0.120268,0.037411,0.140492,0.143264,0.004637,0.990384,0.004979,-8.130153e-03,1.778733e-01,175_b_a.wav
0.000075,0.000087,0.013479,0.000005,0.000002,0.000005,0.986347,0.083971,0.136333,0.521133,0.032323,0.188430,0.037810,0.039817,0.950726,0.009457,1.965074e-01,1.960535e-01,176_a_q.wav
0.000189,0.000046,0.063046,0.000009,0.000113,0.000013,0.936584,0.150660,0.508359,0.126441,0.029666,0.095316,0.089559,0.017719,0.964582,0.017699,1.132557e-01,6.555682e-02,177_a_q.wav
0.000059,0.000012,0.055396,0.000005,0.000013,0.000001,0.944513,0.062040,0.188724,0.616347,0.019784,0.069085,0.044020,0.022142,0.973188,0.004670,8.468530e-02,1.416726e-01,178_a_a.wav
